date,Rank,Company Name,% of Net Assets,Ticker,Identifier,Type,Shares Held,Market Value($),Notional Value($)
12_02_2021,2,Cash,28.93,–,–,Cash,412656737,412656737,0
12_02_2021,3,EURO,12.13,–,–,Currency,152878763,173020024,0
12_02_2021,4,BRITISH STERLING POUND,4.93,–,–,Currency,52800000,70263221,0
12_02_2021,5,SCHWAB SHORT-TER,2.48,SCHO,US8085248628,Mutual Fund,694950,35366006,0
12_02_2021,6,B 07/14/22,1.75,–,US912796K576,Treasury Bill,25000000,24981804,0
12_02_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,10595,0,305030050
12_02_2021,8,CA CARBON ALLOW 21DEC23,0,ZCAZ23,–,Future,2054,0,62893480
12_02_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,9059,0,822762537
12_02_2021,10,ECX EMISSION      DEC23,0,MOZ23,–,Future,816,0,74831630
12_02_2021,11,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,73867213
12_02_2021,12,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,383,0,54228013
12_02_2021,13,RGGI VINTAGE 21   DEC22,0,ZRDZ22,–,Future,5348,0,70165760
12_02_2021,14,UK EMISS ALLOW FU DEC22,0,UKEZ2,–,Future,761,0,70645623
12_02_2021,15,BRITISH STERLING POUND,-0.07,–,–,Currency,-793750,-1056277,0
12_03_2021,1,EURO,49.71,–,–,Currency,629033695,709553868,0
12_03_2021,2,Cash,31.74,–,–,Cash,452968124,452968124,0
12_03_2021,3,EURO,9.48,–,–,Currency,119979105,135337166,0
12_03_2021,4,BRITISH STERLING POUND,4.89,–,–,Currency,52800000,69801568,0
12_03_2021,5,SCHWAB SHORT-TER,2.48,SCHO,US8085248628,Mutual Fund,694950,35393804,0
12_03_2021,6,B 07/14/22,1.75,–,US912796K576,Treasury Bill,25000000,24982049,0
12_03_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,10705,0,312693050
12_03_2021,8,CA CARBON ALLOW 21DEC23,0,ZCAZ23,–,Future,2075,0,64387250
12_03_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,9154,0,812018409
12_03_2021,10,ECX EMISSION      DEC23,0,MOZ23,–,Future,825,0,73908654
12_03_2021,11,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,73962006
12_03_2021,12,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,383,0,54292644
12_03_2021,13,RGGI VINTAGE 21   DEC22,0,ZRDZ22,–,Future,5401,0,73669640
12_03_2021,14,UK EMISS ALLOW FU DEC22,0,UKEZ2,–,Future,771,0,71450233
12_03_2021,15,BRITISH STERLING POUND,-0.05,–,–,Currency,-538090,-711355,0
12_06_2021,1,EURO,47.99,–,–,Currency,629033695,708954090,0
12_06_2021,2,Cash,31.71,–,–,Cash,468485682,468485682,0
12_06_2021,3,EURO,11.43,–,–,Currency,149878544,168921009,0
12_06_2021,4,BRITISH STERLING POUND,4.73,–,–,Currency,52800000,69885642,0
12_06_2021,5,SCHWAB SHORT-TER,2.39,SCHO,US8085248628,Mutual Fund,694950,35366006,0
12_06_2021,6,B 07/14/22,1.69,–,US912796K576,Treasury Bill,25000000,24979215,0
12_06_2021,7,BRITISH STERLING POUND,0.05,–,–,Currency,587748,777939,0
12_06_2021,8,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,10820,0,328928000
12_06_2021,9,CA CARBON ALLOW 21DEC23,0,ZCAZ23,–,Future,2075,0,66649000
12_06_2021,10,ECX EMISSION      DEC22,0,MOZ22,–,Future,9344,0,859870840
12_06_2021,11,ECX EMISSION      DEC23,0,MOZ23,–,Future,825,0,76654232
12_06_2021,12,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,73746269
12_06_2021,13,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,383,0,54139444
12_06_2021,14,RGGI VINTAGE 21   DEC22,0,ZRDZ22,–,Future,5401,0,74587810
12_06_2021,15,UK EMISS ALLOW FU DEC22,0,UKEZ2,–,Future,771,0,73036412
12_07_2021,1,EURO,45.91,–,–,Currency,629033695,707471006,0
12_07_2021,2,Cash,35.47,–,–,Cash,546546441,546546441,0
12_07_2021,3,EURO,8.93,–,–,Currency,122336998,137591801,0
12_07_2021,4,BRITISH STERLING POUND,4.54,–,–,Currency,52800000,69883792,0
12_07_2021,5,SCHWAB SHORT-TER,2.29,SCHO,US8085248628,Mutual Fund,694950,35324309,0
12_07_2021,6,B 07/14/22,1.62,–,US912796K576,Treasury Bill,25000000,24977822,0
12_07_2021,7,BRITISH STERLING POUND,1.24,–,–,Currency,14417290,19082100,0
12_07_2021,8,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,10837,0,344291490
12_07_2021,9,CA CARBON ALLOW 21DEC23,0,ZCAZ23,–,Future,2078,0,69737680
12_07_2021,10,ECX EMISSION      DEC22,0,MOZ22,–,Future,9359,0,898290531
12_07_2021,11,ECX EMISSION      DEC23,0,MOZ23,–,Future,826,0,79986729
12_07_2021,12,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,73628594
12_07_2021,13,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,383,0,54053269
12_07_2021,14,RGGI VINTAGE 21   DEC22,0,ZRDZ22,–,Future,5410,0,76551500
12_07_2021,15,UK EMISS ALLOW FU DEC22,0,UKEZ2,–,Future,771,0,74126373
12_08_2021,1,EURO,44.07,–,–,Currency,630456218,714462748,0
12_08_2021,2,Cash,35.05,–,–,Cash,568275794,568275794,0
12_08_2021,3,EURO,11.45,–,–,Currency,163852284,185685143,0
12_08_2021,4,BRITISH STERLING POUND,4.31,–,–,Currency,52875540,69882955,0
12_08_2021,5,SCHWAB SHORT-TER,2.18,SCHO,US8085248628,Mutual Fund,694950,35338208,0
12_08_2021,6,B 07/14/22,1.54,–,US912796K576,Treasury Bill,25000000,24977471,0
12_08_2021,7,BRITISH STERLING POUND,1.39,–,–,Currency,17038690,22519184,0
12_08_2021,8,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,10872,0,361167840
12_08_2021,9,CA CARBON ALLOW 21DEC23,0,ZCAZ23,–,Future,2085,0,73016700
12_08_2021,10,ECX EMISSION      DEC22,0,MOZ22,–,Future,9389,0,951327588
12_08_2021,11,ECX EMISSION      DEC23,0,MOZ23,–,Future,829,0,84730072
12_08_2021,12,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,74207163
12_08_2021,13,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,383,0,54467388
12_08_2021,14,RGGI VINTAGE 21   DEC22,0,ZRDZ22,–,Future,5428,0,75177800
12_08_2021,15,UK EMISS ALLOW FU DEC22,0,UKEZ2,–,Future,771,0,77484160
12_09_2021,1,EURO,46.45,–,–,Currency,633367909,714789592,0
12_09_2021,2,Cash,38.06,–,–,Cash,585728106,585728106,0
12_09_2021,3,EURO,5.58,–,–,Currency,76067960,85846765,0
12_09_2021,4,BRITISH STERLING POUND,4.64,–,–,Currency,54010269,71333644,0
12_09_2021,5,SCHWAB SHORT-TER,2.3,SCHO,US8085248628,Mutual Fund,694950,35324309,0
12_09_2021,6,B 07/14/22,1.62,–,US912796K576,Treasury Bill,25000000,24978850,0
12_09_2021,7,BRITISH STERLING POUND,1.36,–,–,Currency,15859060,20945731,0
12_09_2021,8,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,11150,0,360145000
12_09_2021,9,CA CARBON ALLOW 21DEC23,0,ZCAZ23,–,Future,2138,0,72478200
12_09_2021,10,ECX EMISSION      DEC22,0,MOZ22,–,Future,9649,0,880735727
12_09_2021,11,ECX EMISSION      DEC23,0,MOZ23,–,Future,852,0,78489499
12_09_2021,12,EURO FX CURR FUT  DEC21,0,ECZ1,–,Future,523,0,73798569
12_09_2021,13,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,383,0,54168169
12_09_2021,14,RGGI VINTAGE 21   DEC22,0,ZRDZ22,–,Future,5569,0,74179080
12_09_2021,15,UK EMISS ALLOW FU DEC22,0,UKEZ2,–,Future,782,0,76955451
12_10_2021,1,EURO,46.77,–,–,Currency,656404791,742035712,0
12_10_2021,2,Cash,35.33,–,–,Cash,560641229,560641229,0
12_10_2021,3,EURO,8.06,–,–,Currency,113122007,127879276,0
12_10_2021,4,BRITISH STERLING POUND,4.69,–,–,Currency,56281270,74454003,0
12_10_2021,5,SCHWAB SHORT-TER,2.23,SCHO,US8085248628,Mutual Fund,694950,35352107,0
12_10_2021,6,B 07/14/22,1.57,–,US912796K576,Treasury Bill,25000000,24979292,0
12_10_2021,7,BRITISH STERLING POUND,1.35,–,–,Currency,16161981,21380544,0
12_10_2021,8,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,11188,0,358575400
12_10_2021,9,CA CARBON ALLOW 21DEC23,0,ZCAZ23,–,Future,2145,0,72179250
12_10_2021,10,ECX EMISSION      DEC22,0,MOZ22,–,Future,9649,0,920287282
12_10_2021,11,ECX EMISSION      DEC23,0,MOZ23,–,Future,855,0,82213769
12_10_2021,12,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,906,0,128408513
12_10_2021,13,RGGI VINTAGE 21   DEC22,0,ZRDZ22,–,Future,5587,0,77044730
12_10_2021,14,UK EMISS ALLOW FU DEC22,0,UKEZ2,–,Future,782,0,77484125
12_13_2021,1,EURO,50.16,–,–,Currency,691786613,780022792,0
12_13_2021,2,Cash,39,–,–,Cash,606529993,606529993,0
12_13_2021,3,BRITISH STERLING POUND,4.79,–,–,Currency,56281270,74456958,0
12_13_2021,4,SCHWAB SHORT-TER,2.27,SCHO,US8085248628,Mutual Fund,694950,35359056,0
12_13_2021,5,B 07/14/22,1.61,–,US912796K576,Treasury Bill,25000000,24979757,0
12_13_2021,6,BRITISH STERLING POUND,1.38,–,–,Currency,16256890,21506952,0
12_13_2021,7,EURO,0.79,–,–,Currency,10851079,12235115,0
12_13_2021,8,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,11226,0,346658880
12_13_2021,9,CA CARBON ALLOW 21DEC23,0,ZCAZ23,–,Future,2152,0,69961520
12_13_2021,10,ECX EMISSION      DEC22,0,MOZ22,–,Future,9679,0,902767996
12_13_2021,11,ECX EMISSION      DEC23,0,MOZ23,–,Future,858,0,80684196
12_13_2021,12,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,1330,0,188128500
12_13_2021,13,RGGI VINTAGE 21   DEC22,0,ZRDZ22,–,Future,5605,0,77797400
12_13_2021,14,UK EMISS ALLOW FU DEC22,0,UKEZ2,–,Future,782,0,77611346
12_14_2021,1,EURO,50.86,–,–,Currency,691786613,779882095,0
12_14_2021,2,Cash,40.24,–,–,Cash,616919834,616919834,0
12_14_2021,3,BRITISH STERLING POUND,4.86,–,–,Currency,56281270,74488492,0
12_14_2021,4,SCHWAB SHORT-TER,2.31,SCHO,US8085248628,Mutual Fund,694950,35352107,0
12_14_2021,5,B 07/14/22,1.63,–,US912796K576,Treasury Bill,25000000,24980585,0
12_14_2021,6,BRITISH STERLING POUND,1.32,–,–,Currency,15310670,20263735,0
12_14_2021,7,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,11386,0,343174040
12_14_2021,8,CA CARBON ALLOW 21DEC23,0,ZCAZ23,–,Future,2181,0,69094080
12_14_2021,9,ECX EMISSION      DEC22,0,MOZ22,–,Future,9759,0,881460904
12_14_2021,10,ECX EMISSION      DEC23,0,MOZ23,–,Future,869,0,79176339
12_14_2021,11,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,1330,0,187588188
12_14_2021,12,RGGI VINTAGE 21   DEC22,0,ZRDZ22,–,Future,5676,0,80315400
12_14_2021,13,UK EMISS ALLOW FU DEC22,0,UKEZ2,–,Future,792,0,77368768
12_14_2021,14,EURO,-1.22,–,–,Currency,-16527250,-18631910,0
12_15_2021,1,EURO,50.52,–,–,Currency,702962156,790938214,0
12_15_2021,2,Cash,36.58,–,–,Cash,572742371,572742371,0
12_15_2021,3,BRITISH STERLING POUND,4.75,–,–,Currency,56281270,74378240,0
12_15_2021,4,EURO,2.86,–,–,Currency,39774626,44752439,0
12_15_2021,5,SCHWAB SHORT-TER,2.26,SCHO,US8085248628,Mutual Fund,694950,35345157,0
12_15_2021,6,B 07/14/22,1.6,–,US912796K576,Treasury Bill,25000000,24979547,0
12_15_2021,7,BRITISH STERLING POUND,1.44,–,–,Currency,17033358,22510352,0
12_15_2021,8,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,11406,0,357235920
12_15_2021,9,CA CARBON ALLOW 21DEC23,0,ZCAZ23,–,Future,2184,0,71940960
12_15_2021,10,ECX EMISSION      DEC22,0,MOZ22,–,Future,9774,0,892864363
12_15_2021,11,ECX EMISSION      DEC23,0,MOZ23,–,Future,871,0,80262498
12_15_2021,12,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,1330,0,187829250
12_15_2021,13,RGGI VINTAGE 21   DEC22,0,ZRDZ22,–,Future,5685,0,80613300
12_15_2021,14,UK EMISS ALLOW FU DEC22,0,UKEZ2,–,Future,792,0,79535979
12_16_2021,1,EURO,48.84,–,–,Currency,702962156,794837413,0
12_16_2021,2,Cash,35,–,–,Cash,569689973,569689973,0
12_16_2021,3,EURO,6.12,–,–,Currency,88023583,99528027,0
12_16_2021,4,BRITISH STERLING POUND,4.62,–,–,Currency,56356925,75132549,0
12_16_2021,5,SCHWAB SHORT-TER,2.17,SCHO,US8085248628,Mutual Fund,694950,35379905,0
12_16_2021,6,BRITISH STERLING POUND,1.72,–,–,Currency,20979490,27968924,0
12_16_2021,7,B 07/14/22,1.53,–,US912796K576,Treasury Bill,25000000,24980769,0
12_16_2021,8,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,11406,0,354726600
12_16_2021,9,CA CARBON ALLOW 21DEC23,0,ZCAZ23,–,Future,2184,0,71285760
12_16_2021,10,ECX EMISSION      DEC22,0,MOZ22,–,Future,9774,0,947218530
12_16_2021,11,ECX EMISSION      DEC23,0,MOZ23,–,Future,871,0,85198279
12_16_2021,12,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,1330,0,188702063
12_16_2021,13,RGGI VINTAGE 21   DEC22,0,ZRDZ22,–,Future,5685,0,80044800
12_16_2021,14,UK EMISS ALLOW FU DEC22,0,UKEZ2,–,Future,792,0,85492921
12_17_2021,1,EURO,53.89,–,–,Currency,702962156,792552264,0
12_17_2021,2,Cash,33.66,–,–,Cash,495086630,495086630,0
12_17_2021,3,BRITISH STERLING POUND,5.08,–,–,Currency,56356925,74751863,0
12_17_2021,4,SCHWAB SHORT-TER,2.4,SCHO,US8085248628,Mutual Fund,694950,35352107,0
12_17_2021,5,BRITISH STERLING POUND,2.23,–,–,Currency,24762249,32844663,0
12_17_2021,6,B 07/14/22,1.7,–,US912796K576,Treasury Bill,25000000,24981761,0
12_17_2021,7,EURO,1.04,–,–,Currency,13523339,15246842,0
12_17_2021,8,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,11436,0,347540040
12_17_2021,9,CA CARBON ALLOW 21DEC23,0,ZCAZ23,–,Future,2188,0,70278560
12_17_2021,10,ECX EMISSION      DEC22,0,MOZ22,–,Future,9792,0,817177595
12_17_2021,11,ECX EMISSION      DEC23,0,MOZ23,–,Future,873,0,73583341
12_17_2021,12,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,1330,0,187480125
12_17_2021,13,RGGI VINTAGE 21   DEC22,0,ZRDZ22,–,Future,5695,0,79673050
12_17_2021,14,UK EMISS ALLOW FU DEC22,0,UKEZ2,–,Future,792,0,80826178
12_20_2021,1,EURO,50.6,–,–,Currency,702962156,793608070,0
12_20_2021,2,Cash,33.61,–,–,Cash,527161234,527161234,0
12_20_2021,3,EURO,5.63,–,–,Currency,78280298,88374425,0
12_20_2021,4,BRITISH STERLING POUND,4.75,–,–,Currency,56356925,74506775,0
12_20_2021,5,SCHWAB SHORT-TER,2.26,SCHO,US8085248628,Mutual Fund,694950,35372955,0
12_20_2021,6,B 07/14/22,1.59,–,US912796K576,Treasury Bill,25000000,24980781,0
12_20_2021,7,BRITISH STERLING POUND,1.55,–,–,Currency,18413418,24343493,0
12_20_2021,8,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,11609,0,353145780
12_20_2021,9,CA CARBON ALLOW 21DEC23,0,ZCAZ23,–,Future,2220,0,71417400
12_20_2021,10,ECX EMISSION      DEC22,0,MOZ22,–,Future,9928,0,897664793
12_20_2021,11,ECX EMISSION      DEC23,0,MOZ23,–,Future,885,0,80798788
12_20_2021,12,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,1330,0,187820938
12_20_2021,13,RGGI VINTAGE 21   DEC22,0,ZRDZ22,–,Future,5783,0,80904170
12_20_2021,14,UK EMISS ALLOW FU DEC22,0,UKEZ2,–,Future,803,0,82518760
12_21_2021,1,EURO,49.96,–,–,Currency,702962156,791713207,0
12_21_2021,2,Cash,28.06,–,–,Cash,444675429,444675429,0
12_21_2021,3,EURO,11.88,–,–,Currency,167135297,188236622,0
12_21_2021,4,BRITISH STERLING POUND,4.71,–,–,Currency,56356925,74573817,0
12_21_2021,5,SCHWAB SHORT-TER,2.23,SCHO,US8085248628,Mutual Fund,694950,35345157,0
12_21_2021,6,BRITISH STERLING POUND,1.59,–,–,Currency,19005901,25149395,0
12_21_2021,7,B 07/14/22,1.58,–,US912796K576,Treasury Bill,25000000,24980167,0
12_21_2021,8,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,11609,0,359298550
12_21_2021,9,CA CARBON ALLOW 21DEC23,0,ZCAZ23,–,Future,2220,0,72660600
12_21_2021,10,ECX EMISSION      DEC22,0,MOZ22,–,Future,9928,0,905025701
12_21_2021,11,ECX EMISSION      DEC23,0,MOZ23,–,Future,885,0,81552765
12_21_2021,12,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,1330,0,187904063
12_21_2021,13,RGGI VINTAGE 21   DEC22,0,ZRDZ22,–,Future,5783,0,80962000
12_21_2021,14,UK EMISS ALLOW FU DEC22,0,UKEZ2,–,Future,803,0,83411184
12_22_2021,1,EURO,51.44,–,–,Currency,702962156,795998456,0
12_22_2021,2,Cash,32.92,–,–,Cash,509482198,509482198,0
12_22_2021,3,EURO,5.35,–,–,Currency,73175867,82860616,0
12_22_2021,4,BRITISH STERLING POUND,4.86,–,–,Currency,56356925,75216780,0
12_22_2021,5,SCHWAB SHORT-TER,2.28,SCHO,US8085248628,Mutual Fund,694950,35345157,0
12_22_2021,6,B 07/14/22,1.61,–,US912796K576,Treasury Bill,25000000,24978854,0
12_22_2021,7,BRITISH STERLING POUND,1.52,–,–,Currency,17669810,23583015,0
12_22_2021,8,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,11609,0,365915680
12_22_2021,9,CA CARBON ALLOW 21DEC23,0,ZCAZ23,–,Future,2220,0,73948200
12_22_2021,10,ECX EMISSION      DEC22,0,MOZ22,–,Future,9928,0,863719812
12_22_2021,11,ECX EMISSION      DEC23,0,MOZ23,–,Future,885,0,78176069
12_22_2021,12,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,1330,0,188760250
12_22_2021,13,RGGI VINTAGE 21   DEC22,0,ZRDZ22,–,Future,5783,0,80904170
12_22_2021,14,UK EMISS ALLOW FU DEC22,0,UKEZ2,–,Future,803,0,82329845
12_23_2021,1,EURO,52.4,–,–,Currency,702962156,794945274,0
12_23_2021,2,Cash,33.64,–,–,Cash,510447546,510447546,0
12_23_2021,3,BRITISH STERLING POUND,4.98,–,–,Currency,56356925,75557630,0
12_23_2021,4,EURO,3.53,–,–,Currency,47416307,53620766,0
12_23_2021,5,SCHWAB SHORT-TER,2.33,SCHO,US8085248628,Mutual Fund,694950,35345157,0
12_23_2021,6,B 07/14/22,1.65,–,US912796K576,Treasury Bill,25000000,24978580,0
12_23_2021,7,BRITISH STERLING POUND,1.47,–,–,Currency,16609850,22268797,0
12_23_2021,8,CA CARBON ALLOW 21DEC22,0,ZCAZ22,–,Future,11609,0,367192670
12_23_2021,9,CA CARBON ALLOW 21DEC23,0,ZCAZ23,–,Future,2220,0,74192400
12_23_2021,10,ECX EMISSION      DEC22,0,MOZ22,–,Future,9928,0,835968834
12_23_2021,11,ECX EMISSION      DEC23,0,MOZ23,–,Future,885,0,75550611
12_23_2021,12,EURO FX CURR FUT  MAR22,0,ECH2,–,Future,1330,0,188818438
12_23_2021,13,RGGI VINTAGE 21   DEC22,0,ZRDZ22,–,Future,5783,0,80325870
12_23_2021,14,UK EMISS ALLOW FU DEC22,0,UKEZ2,–,Future,803,0,81281842
12_27_2021,1,EURO,51.19,–,–,Currency,"702,962,156","795,683,109",0
12_27_2021,2,Cash,29.63,–,–,Cash,"460,561,174","460,561,174",0
12_27_2021,3,EURO,9.02,–,–,Currency,"123,922,987","140,268,472",0
12_27_2021,4,BRITISH STERLING POUND,4.86,–,–,Currency,"56,356,925","75,619,473",0
12_27_2021,5,SCHWAB SHORT-TER,2.27,SCHO,US8085248628,Mutual Fund,"694,950","35,324,309",0
12_27_2021,6,B 07/14/22,1.61,–,US912796K576,Treasury Bill,"25,000,000","24,975,250",0
12_27_2021,7,BRITISH STERLING POUND,1.42,–,–,Currency,"16,449,250","22,071,531",0
12_27_2021,8,CA CARBON ALLOW 21DEC22,0.0,ZCAZ22,–,Future,"11,609",0,"372,881,080"
12_27_2021,9,CA CARBON ALLOW 21DEC23,0.0,ZCAZ23,–,Future,"2,220",0,"75,280,200"
12_27_2021,10,ECX EMISSION      DEC22,0.0,MOZ22,–,Future,"9,928",0,"864,389,012"
12_27_2021,11,ECX EMISSION      DEC23,0.0,MOZ23,–,Future,885,0,"77,974,804"
12_27_2021,12,EURO FX CURR FUT  MAR22,0.0,ECH2,–,Future,"1,330",0,"188,618,938"
12_27_2021,13,RGGI VINTAGE 21   DEC22,0.0,ZRDZ22,–,Future,"5,783",0,"80,557,190"
12_27_2021,14,UK EMISS ALLOW FU DEC22,0.0,UKEZ2,–,Future,803,0,"81,240,624"
12_28_2021,1,EURO,50.29,–,–,Currency,"702,962,156","794,101,145",0
12_28_2021,2,Cash,30.42,–,–,Cash,"480,363,892","480,363,892",0
12_28_2021,3,EURO,9.27,–,–,Currency,"129,545,747","146,341,343",0
12_28_2021,4,BRITISH STERLING POUND,4.79,–,–,Currency,"56,356,925","75,659,066",0
12_28_2021,5,SCHWAB SHORT-TER,2.24,SCHO,US8085248628,Mutual Fund,"694,950","35,331,258",0
12_28_2021,6,B 07/14/22,1.58,–,US912796K576,Treasury Bill,"25,000,000","24,974,349",0
12_28_2021,7,BRITISH STERLING POUND,1.41,–,–,Currency,"16,529,550","22,190,890",0
12_28_2021,8,CA CARBON ALLOW 21DEC22,0.0,ZCAZ22,–,Future,"11,609",0,"377,756,860"
12_28_2021,9,CA CARBON ALLOW 21DEC23,0.0,ZCAZ23,–,Future,"2,220",0,"76,190,400"
12_28_2021,10,ECX EMISSION      DEC22,0.0,MOZ22,–,Future,"9,928",0,"889,250,387"
12_28_2021,11,ECX EMISSION      DEC23,0.0,MOZ23,–,Future,885,0,"80,189,160"
12_28_2021,12,EURO FX CURR FUT  MAR22,0.0,ECH2,–,Future,"1,330",0,"188,228,250"
12_28_2021,13,RGGI VINTAGE 21   DEC22,0.0,ZRDZ22,–,Future,"5,783",0,"80,383,700"
12_28_2021,14,UK EMISS ALLOW FU DEC22,0.0,UKEZ2,–,Future,803,0,"81,283,160"
12_29_2021,1,EURO,49.75,–,–,Currency,"702,962,156","797,895,799",0
12_29_2021,2,Cash,30.37,–,–,Cash,"487,093,704","487,093,704",0
12_29_2021,3,EURO,9.99,–,–,Currency,"141,115,657","160,173,046",0
12_29_2021,4,BRITISH STERLING POUND,4.74,–,–,Currency,"56,356,925","76,002,919",0
12_29_2021,5,SCHWAB SHORT-TER,2.2,SCHO,US8085248628,Mutual Fund,"694,950","35,324,309",0
12_29_2021,6,B 07/14/22,1.56,–,US912796K576,Treasury Bill,"25,000,000","24,977,372",0
12_29_2021,7,BRITISH STERLING POUND,1.4,–,–,Currency,"16,609,850","22,400,035",0
12_29_2021,8,CA CARBON ALLOW 21DEC22,0.0,ZCAZ22,–,Future,"11,609",0,"382,864,820"
12_29_2021,9,CA CARBON ALLOW 21DEC23,0.0,ZCAZ23,–,Future,"2,220",0,"77,167,200"
12_29_2021,10,ECX EMISSION      DEC22,0.0,MOZ22,–,Future,"9,928",0,"905,557,286"
12_29_2021,11,ECX EMISSION      DEC23,0.0,MOZ23,–,Future,885,0,"81,647,182"
12_29_2021,12,EURO FX CURR FUT  MAR22,0.0,ECH2,–,Future,"4,030",0,"572,411,125"
12_29_2021,13,RGGI VINTAGE 21   DEC22,0.0,ZRDZ22,–,Future,"5,783",0,"80,383,700"
12_29_2021,14,UK EMISS ALLOW FU DEC22,0.0,UKEZ2,–,Future,803,0,"81,760,866"
12_30_2021,1,Cash,80.13,–,–,Cash,"1,287,443,019","1,287,443,019",0
12_30_2021,2,EURO,9.8,–,–,Currency,"138,935,357","157,428,481",0
12_30_2021,3,BRITISH STERLING POUND,4.73,–,–,Currency,"56,356,925","76,062,414",0
12_30_2021,4,SCHWAB SHORT-TER,2.2,SCHO,US8085248628,Mutual Fund,"694,950","35,338,208",0
12_30_2021,5,B 07/14/22,1.55,–,US912796K576,Treasury Bill,"25,000,000","24,976,133",0
12_30_2021,6,BRITISH STERLING POUND,1.38,–,–,Currency,"16,368,950","22,092,438",0
12_30_2021,7,EURO,0.21,–,–,Currency,"2,962,156","3,356,437",0
12_30_2021,8,CA CARBON ALLOW 21DEC22,0.0,ZCAZ22,–,Future,"11,627",0,"386,597,750"
12_30_2021,9,CA CARBON ALLOW 21DEC23,0.0,ZCAZ23,–,Future,"2,223",0,"77,893,920"
12_30_2021,10,ECX EMISSION      DEC22,0.0,MOZ22,–,Future,"9,928",0,"901,757,991"
12_30_2021,11,ECX EMISSION      DEC23,0.0,MOZ23,–,Future,885,0,"81,286,868"
12_30_2021,12,EURO FX CURR FUT  MAR22,0.0,ECH2,–,Future,"6,730",0,"954,398,125"
12_30_2021,13,RGGI VINTAGE 21   DEC22,0.0,ZRDZ22,–,Future,"5,792",0,"81,030,080"
12_30_2021,14,UK EMISS ALLOW FU DEC22,0.0,UKEZ2,–,Future,803,0,"81,499,737"
